txgrp|ptime|NObs|Variable|Label|N|Mean|Median|StdDev
chemo no|2yr|64|DCSC_z_adj|DKEFS Verbal Fluency: Switching Fruits/Veget|64|-0.0745|-0.229|0.875
chemo no|2yr|64|DCWT_z_adj|DKEFS Stroop: Color-Word|63|-0.427|-0.130|1.319
chemo no|2yr|64|DFSDES_z_adj|DKEFS Card Sorting: Free Sorting|63|0.232|0.247|0.902
chemo no|2yr|64|DISCR_z_adj|CPT: Distractibility, Correct Responses|51|0.0930|0.395|0.915
chemo no|2yr|64|DISFP_z_adj|CPT: Distractibility, False Positives|51|-0.131|0.252|1.276
chemo no|2yr|64|DISRT_z_adj|CPT: Distractibility, Reaction Time|51|-0.337|-0.134|1.159
chemo no|2yr|64|DRECDES_z_adj|DKEFS: Card Sorting, Sort Recognition|62|0.231|0.226|0.950
chemo no|2yr|64|DST_z_adj|DKEFS: Stroop, Set Shifting|63|0.135|0.120|1.500
chemo no|2yr|64|DSY_RAW_z_adj|CVLT-2: Digit Symbol|64|-0.364|-0.301|0.791
chemo no|2yr|64|DTR1SC_z_adj|DKEFS Trails: Visual Scanning in Seconds|63|0.116|0.177|0.780
chemo no|2yr|64|DTR2SC_z_adj|DKEFS Trails: Number Sequencing, sec|64|0.126|0.301|1.039
chemo no|2yr|64|DTR3SC_z_adj|DKEFS Trails: Letter Sequencing, sec|64|0.171|0.406|0.939
chemo no|2yr|64|DTR4SC_z_adj|DKEFS Trails: Number-Letter Switching, sec|64|0.0186|0.256|0.993
chemo no|2yr|64|DTR5SC_z_adj|DKEFS Trails: Motor Speed, sec|64|0.248|0.378|0.787
chemo no|2yr|64|DWRDT_z_adj|DKEFS Stroop: Word Reading, sec|63|-0.362|-0.444|1.148
chemo no|2yr|64|FACE1_z_adj|Wechsler Memory Scale-3: Faces I|64|1.051|1.218|0.745
chemo no|2yr|64|FACE2_z_adj|Wechsler Memory Scale-3: Faces II|63|0.990|1.145|0.836
chemo no|2yr|64|GROOVEL_z_adj|Grooved Pegboard Test: Left Hand, sec|64|-0.169|-0.0831|0.786
chemo no|2yr|64|GROOVER_z_adj|Grooved Pegboard Test: Right Hand, sec|64|0.0332|0.0855|0.745
chemo no|2yr|64|LD_z_adj|CVLT-2: Long Delay Free Recall|64|-0.101|0.0777|1.121
chemo no|2yr|64|LM1_z_adj|Wechsler Memory Scale-3: Logical Memory I|64|0.736|0.819|1.139
chemo no|2yr|64|LM2_z_adj|Wechsler Memory Scale-3: Logical Memory II|64|0.954|1.098|1.145
chemo no|2yr|64|RAO2_z_adj|PASAT (Rao): 2 second pacing|48|0.513|0.336|0.984
chemo no|2yr|64|RAO3_z_adj|PASAT (Rao): 3 second pacing|49|0.403|0.687|1.032
chemo no|2yr|64|READ_RAW_z_adj|WRAT-3 Reading Score|64|0.0539|0.202|1.256
chemo no|2yr|64|VIGCR_z_adj|CPT: Vigilance, Correct Responses|58|0.107|0.438|1.004
chemo no|2yr|64|VIGFP_z_adj|CPT: Vigilance, False Positives|58|-0.103|-0.386|0.780
chemo no|2yr|64|VIGRT_z_adj|CPT: Vigilance, Reaction Time|58|-0.293|-0.172|1.043
chemo no|2yr|64|VOC_RAW_z_adj|WASI: Vocabulary|60|-0.201|-0.0287|1.041
control|baseline|44|AN_NAMES_z_adj|DKEFS Verbal Fluency: anival or clothing and names|44|-0.0680|0.0334|0.886
control|baseline|44|BD_RAW_z_adj|WASI: Block Design|44|-0.0236|0.127|0.915
control|baseline|44|CFL_z_adj|DKEFS Verbal Fluency|44|-0.0067|-0.0269|1.004
control|baseline|44|CVLT_z_adj|CVLT-2: Trials 1-5 Total|44|-0.0396|0.0262|0.932
control|baseline|44|DCCSORT_z_adj|DKEFS Card Sorting: Confirmed Correct Sorts|44|-0.0733|-0.0146|0.811
control|baseline|44|DCOLT_z_adj|DKEFS Stroop: Color Patch Naming|44|-0.0099|0.0703|1.001
control|baseline|44|DCSC_z_adj|DKEFS Verbal Fluency: Switching Fruits/Veget|44|-0.0257|-0.174|0.969
control|baseline|44|DCWT_z_adj|DKEFS Stroop: Color-Word|44|-0.0547|-0.121|0.917
control|baseline|44|DFSDES_z_adj|DKEFS Card Sorting: Free Sorting|44|-0.0690|0.158|0.829
control|baseline|44|DISCR_z_adj|CPT: Distractibility, Correct Responses|42|-0.0127|0.0614|0.900
control|baseline|44|DISFP_z_adj|CPT: Distractibility, False Positives|42|-0.0122|0.240|0.950
control|baseline|44|DISRT_z_adj|CPT: Distractibility, Reaction Time|42|-0.0109|0.104|0.986
control|baseline|44|DRECDES_z_adj|DKEFS: Card Sorting, Sort Recognition|44|-0.0749|-0.0597|0.777
control|baseline|44|DST_z_adj|DKEFS: Stroop, Set Shifting|44|0.0385|-0.0071|0.937
control|baseline|44|DSY_RAW_z_adj|CVLT-2: Digit Symbol|44|-0.0463|-0.273|0.866
control|baseline|44|DTR1SC_z_adj|DKEFS Trails: Visual Scanning in Seconds|44|-0.0585|0.0798|0.951
control|baseline|44|DTR2SC_z_adj|DKEFS Trails: Number Sequencing, sec|44|-0.0853|-0.0627|0.911
control|baseline|44|DTR3SC_z_adj|DKEFS Trails: Letter Sequencing, sec|44|-0.0657|0.0877|0.858
control|baseline|44|DTR4SC_z_adj|DKEFS Trails: Number-Letter Switching, sec|44|-0.0371|0.0710|0.908
control|baseline|44|DTR5SC_z_adj|DKEFS Trails: Motor Speed, sec|44|-0.0537|0.0272|0.912
control|baseline|44|DWRDT_z_adj|DKEFS Stroop: Word Reading, sec|44|-0.0367|0.122|0.992
control|baseline|44|FACE1_z_adj|Wechsler Memory Scale-3: Faces I|44|-0.0416|-0.0194|0.987
control|baseline|44|FACE2_z_adj|Wechsler Memory Scale-3: Faces II|44|-0.0391|-0.125|0.962
control|baseline|44|GROOVEL_z_adj|Grooved Pegboard Test: Left Hand, sec|44|-0.0651|0.0238|0.833
control|baseline|44|GROOVER_z_adj|Grooved Pegboard Test: Right Hand, sec|44|-0.0749|0.0115|0.828
control|baseline|44|LD_z_adj|CVLT-2: Long Delay Free Recall|44|-0.0313|0.0298|0.980
control|baseline|44|LM1_z_adj|Wechsler Memory Scale-3: Logical Memory I|44|-0.0380|0.0374|0.952
control|baseline|44|LM2_z_adj|Wechsler Memory Scale-3: Logical Memory II|44|-0.0564|-0.0912|0.877
control|baseline|44|RAO2_z_adj|PASAT (Rao): 2 second pacing|39|0.00158|-0.140|1.003
control|baseline|44|RAO3_z_adj|PASAT (Rao): 3 second pacing|40|-0.0103|0.260|1.074
control|baseline|44|READ_RAW_z_adj|WRAT-3 Reading Score|44|0.00989|0.138|0.964
control|baseline|44|VIGCR_z_adj|CPT: Vigilance, Correct Responses|43|-0.0406|0.290|0.977
control|baseline|44|VIGFP_z_adj|CPT: Vigilance, False Positives|43|0.0317|-0.400|1.045
control|baseline|44|VIGRT_z_adj|CPT: Vigilance, Reaction Time|43|-0.0086|0.248|1.018
control|baseline|44|VOC_RAW_z_adj|WASI: Vocabulary|44|-0.0191|-0.0894|0.975
control|posttx|43|AN_NAMES_z_adj|DKEFS Verbal Fluency: anival or clothing and names|43|0.0566|0.0719|0.949
control|posttx|43|BD_RAW_z_adj|WASI: Block Design|43|0.140|0.184|0.752
control|posttx|43|CFL_z_adj|DKEFS Verbal Fluency|43|0.304|0.226|0.995
control|posttx|43|CVLT_z_adj|CVLT-2: Trials 1-5 Total|43|0.250|0.365|0.946
control|posttx|43|DCCSORT_z_adj|DKEFS Card Sorting: Confirmed Correct Sorts|43|0.249|0.313|0.740
control|posttx|43|DCOLT_z_adj|DKEFS Stroop: Color Patch Naming|43|0.0679|0.130|1.003
control|posttx|43|DCSC_z_adj|DKEFS Verbal Fluency: Switching Fruits/Veget|43|0.276|0.271|0.844
control|posttx|43|DCWT_z_adj|DKEFS Stroop: Color-Word|43|0.111|0.221|0.880
control|posttx|43|DFSDES_z_adj|DKEFS Card Sorting: Free Sorting|43|0.293|0.227|0.746
control|posttx|43|DISCR_z_adj|CPT: Distractibility, Correct Responses|40|0.274|0.407|0.636
control|posttx|43|DISFP_z_adj|CPT: Distractibility, False Positives|40|0.293|0.315|0.368
control|posttx|43|DISRT_z_adj|CPT: Distractibility, Reaction Time|40|0.0749|0.314|1.019
control|posttx|43|DRECDES_z_adj|DKEFS: Card Sorting, Sort Recognition|42|0.231|0.215|0.702
control|posttx|43|DST_z_adj|DKEFS: Stroop, Set Shifting|43|-0.161|-0.392|0.887
control|posttx|43|DSY_RAW_z_adj|CVLT-2: Digit Symbol|43|0.248|0.0800|0.935
control|posttx|43|DTR1SC_z_adj|DKEFS Trails: Visual Scanning in Seconds|42|0.0119|0.0825|0.782
control|posttx|43|DTR2SC_z_adj|DKEFS Trails: Number Sequencing, sec|42|0.267|0.343|0.726
control|posttx|43|DTR3SC_z_adj|DKEFS Trails: Letter Sequencing, sec|42|0.307|0.386|0.974
control|posttx|43|DTR4SC_z_adj|DKEFS Trails: Number-Letter Switching, sec|42|0.200|0.332|0.798
control|posttx|43|DTR5SC_z_adj|DKEFS Trails: Motor Speed, sec|42|0.204|0.219|0.880
control|posttx|43|DWRDT_z_adj|DKEFS Stroop: Word Reading, sec|43|-0.239|-0.0005|1.136
control|posttx|43|FACE1_z_adj|Wechsler Memory Scale-3: Faces I|43|0.672|0.941|0.998
control|posttx|43|FACE2_z_adj|Wechsler Memory Scale-3: Faces II|42|0.651|0.834|1.015
control|posttx|43|GROOVEL_z_adj|Grooved Pegboard Test: Left Hand, sec|42|0.0132|0.230|0.862
control|posttx|43|GROOVER_z_adj|Grooved Pegboard Test: Right Hand, sec|42|0.00929|0.199|0.972
control|posttx|43|LD_z_adj|CVLT-2: Long Delay Free Recall|43|0.375|0.585|0.838
control|posttx|43|LM1_z_adj|Wechsler Memory Scale-3: Logical Memory I|43|0.503|0.382|0.968
control|posttx|43|LM2_z_adj|Wechsler Memory Scale-3: Logical Memory II|43|0.676|0.804|0.998
control|posttx|43|RAO2_z_adj|PASAT (Rao): 2 second pacing|39|0.478|0.704|0.770
control|posttx|43|RAO3_z_adj|PASAT (Rao): 3 second pacing|41|0.265|0.432|1.061
control|posttx|43|READ_RAW_z_adj|WRAT-3 Reading Score|43|0.188|0.277|0.981
control|posttx|43|VIGCR_z_adj|CPT: Vigilance, Correct Responses|42|0.344|0.447|0.409
control|posttx|43|VIGFP_z_adj|CPT: Vigilance, False Positives|42|-0.292|-0.489|0.482
control|posttx|43|VIGRT_z_adj|CPT: Vigilance, Reaction Time|42|0.0682|0.402|1.062
control|posttx|43|VOC_RAW_z_adj|WASI: Vocabulary|43|0.0223|0.116|0.866
control|1yr|42|AN_NAMES_z_adj|DKEFS Verbal Fluency: anival or clothing and names|42|-0.0345|-0.0686|0.951
control|1yr|42|BD_RAW_z_adj|WASI: Block Design|41|0.143|0.248|0.794
control|1yr|42|CFL_z_adj|DKEFS Verbal Fluency|42|0.376|0.341|0.702
control|1yr|42|CVLT_z_adj|CVLT-2: Trials 1-5 Total|42|0.312|0.375|1.037
control|1yr|42|DCCSORT_z_adj|DKEFS Card Sorting: Confirmed Correct Sorts|42|0.458|0.485|0.788
control|1yr|42|DCOLT_z_adj|DKEFS Stroop: Color Patch Naming|42|0.0242|0.160|1.130
control|1yr|42|DCSC_z_adj|DKEFS Verbal Fluency: Switching Fruits/Veget|42|0.299|0.220|0.854
control|1yr|42|DCWT_z_adj|DKEFS Stroop: Color-Word|42|-0.0049|0.187|1.353
control|1yr|42|DFSDES_z_adj|DKEFS Card Sorting: Free Sorting|42|0.501|0.510|0.759
control|1yr|42|DISCR_z_adj|CPT: Distractibility, Correct Responses|40|0.419|0.478|0.378
control|1yr|42|DISFP_z_adj|CPT: Distractibility, False Positives|40|0.343|0.370|0.319
control|1yr|42|DISRT_z_adj|CPT: Distractibility, Reaction Time|40|0.222|0.416|0.896
control|1yr|42|DRECDES_z_adj|DKEFS: Card Sorting, Sort Recognition|42|0.218|0.196|0.867
control|1yr|42|DST_z_adj|DKEFS: Stroop, Set Shifting|42|-0.222|-0.184|0.870
control|1yr|42|DSY_RAW_z_adj|CVLT-2: Digit Symbol|42|0.332|0.0542|0.961
control|1yr|42|DTR1SC_z_adj|DKEFS Trails: Visual Scanning in Seconds|41|0.254|0.336|0.780
control|1yr|42|DTR2SC_z_adj|DKEFS Trails: Number Sequencing, sec|42|0.521|0.519|0.681
control|1yr|42|DTR3SC_z_adj|DKEFS Trails: Letter Sequencing, sec|42|0.501|0.530|0.692
control|1yr|42|DTR4SC_z_adj|DKEFS Trails: Number-Letter Switching, sec|42|0.299|0.500|0.727
control|1yr|42|DTR5SC_z_adj|DKEFS Trails: Motor Speed, sec|42|0.152|0.284|1.220
control|1yr|42|DWRDT_z_adj|DKEFS Stroop: Word Reading, sec|42|-0.501|0.0531|2.607
control|1yr|42|FACE1_z_adj|Wechsler Memory Scale-3: Faces I|42|0.979|1.090|0.735
control|1yr|42|FACE2_z_adj|Wechsler Memory Scale-3: Faces II|42|0.982|0.959|0.814
control|1yr|42|GROOVEL_z_adj|Grooved Pegboard Test: Left Hand, sec|42|0.0692|0.138|0.864
control|1yr|42|GROOVER_z_adj|Grooved Pegboard Test: Right Hand, sec|42|0.252|0.329|0.717
control|1yr|42|LD_z_adj|CVLT-2: Long Delay Free Recall|42|0.271|0.406|0.810
control|1yr|42|LM1_z_adj|Wechsler Memory Scale-3: Logical Memory I|42|1.007|1.028|0.969
control|1yr|42|LM2_z_adj|Wechsler Memory Scale-3: Logical Memory II|42|1.082|1.114|1.028
control|1yr|42|RAO2_z_adj|PASAT (Rao): 2 second pacing|36|0.825|0.981|0.942
control|1yr|42|RAO3_z_adj|PASAT (Rao): 3 second pacing|36|0.483|0.675|0.840
control|1yr|42|READ_RAW_z_adj|WRAT-3 Reading Score|42|0.387|0.374|0.880
control|1yr|42|VIGCR_z_adj|CPT: Vigilance, Correct Responses|41|0.351|0.457|0.347
control|1yr|42|VIGFP_z_adj|CPT: Vigilance, False Positives|41|-0.397|-0.463|0.409
control|1yr|42|VIGRT_z_adj|CPT: Vigilance, Reaction Time|41|0.0794|0.204|0.949
control|1yr|42|VOC_RAW_z_adj|WASI: Vocabulary|42|0.0926|0.116|0.918
control|2yr|39|AN_NAMES_z_adj|DKEFS Verbal Fluency: anival or clothing and names|39|0.00813|-0.118|0.942
control|2yr|39|BD_RAW_z_adj|WASI: Block Design|39|0.182|0.309|0.764
control|2yr|39|CFL_z_adj|DKEFS Verbal Fluency|39|0.414|0.444|0.933
control|2yr|39|CVLT_z_adj|CVLT-2: Trials 1-5 Total|39|0.378|0.573|1.087
control|2yr|39|DCCSORT_z_adj|DKEFS Card Sorting: Confirmed Correct Sorts|39|0.610|0.600|0.736
control|2yr|39|DCOLT_z_adj|DKEFS Stroop: Color Patch Naming|39|0.0874|0.215|0.913
control|2yr|39|DCSC_z_adj|DKEFS Verbal Fluency: Switching Fruits/Veget|39|-0.0633|-0.0447|0.807
control|2yr|39|DCWT_z_adj|DKEFS Stroop: Color-Word|39|0.139|0.170|0.928
control|2yr|39|DFSDES_z_adj|DKEFS Card Sorting: Free Sorting|39|0.617|0.650|0.766
control|2yr|39|DISCR_z_adj|CPT: Distractibility, Correct Responses|38|0.309|0.382|0.564
control|2yr|39|DISFP_z_adj|CPT: Distractibility, False Positives|38|0.00247|0.206|1.157
control|2yr|39|DISRT_z_adj|CPT: Distractibility, Reaction Time|38|0.219|0.452|0.877
control|2yr|39|DRECDES_z_adj|DKEFS: Card Sorting, Sort Recognition|39|0.432|0.436|0.829
control|2yr|39|DST_z_adj|DKEFS: Stroop, Set Shifting|39|-0.138|-0.213|1.089
control|2yr|39|DSY_RAW_z_adj|CVLT-2: Digit Symbol|38|0.253|0.221|1.082
control|2yr|39|DTR1SC_z_adj|DKEFS Trails: Visual Scanning in Seconds|39|0.362|0.279|0.582
control|2yr|39|DTR2SC_z_adj|DKEFS Trails: Number Sequencing, sec|39|0.598|0.711|0.753
control|2yr|39|DTR3SC_z_adj|DKEFS Trails: Letter Sequencing, sec|39|0.546|0.624|0.601
control|2yr|39|DTR4SC_z_adj|DKEFS Trails: Number-Letter Switching, sec|39|0.302|0.312|0.801
control|2yr|39|DTR5SC_z_adj|DKEFS Trails: Motor Speed, sec|39|0.222|0.435|1.046
control|2yr|39|DWRDT_z_adj|DKEFS Stroop: Word Reading, sec|39|-0.145|-0.0275|1.125
control|2yr|39|FACE1_z_adj|Wechsler Memory Scale-3: Faces I|39|1.062|1.148|0.845
control|2yr|39|FACE2_z_adj|Wechsler Memory Scale-3: Faces II|39|1.046|1.065|0.859
control|2yr|39|GROOVEL_z_adj|Grooved Pegboard Test: Left Hand, sec|38|0.0992|0.176|0.733
control|2yr|39|GROOVER_z_adj|Grooved Pegboard Test: Right Hand, sec|38|0.287|0.300|0.646
control|2yr|39|LD_z_adj|CVLT-2: Long Delay Free Recall|39|0.329|0.656|0.912
control|2yr|39|LM1_z_adj|Wechsler Memory Scale-3: Logical Memory I|39|0.851|0.819|0.835
control|2yr|39|LM2_z_adj|Wechsler Memory Scale-3: Logical Memory II|39|1.212|1.359|0.832
control|2yr|39|RAO2_z_adj|PASAT (Rao): 2 second pacing|34|0.679|0.952|1.102
control|2yr|39|RAO3_z_adj|PASAT (Rao): 3 second pacing|34|0.616|0.859|0.910
control|2yr|39|READ_RAW_z_adj|WRAT-3 Reading Score|39|0.247|0.373|1.179
control|2yr|39|VIGCR_z_adj|CPT: Vigilance, Correct Responses|38|0.142|0.432|0.728
control|2yr|39|VIGFP_z_adj|CPT: Vigilance, False Positives|38|-0.397|-0.471|0.355
control|2yr|39|VIGRT_z_adj|CPT: Vigilance, Reaction Time|38|0.114|0.305|0.987
control|2yr|39|VOC_RAW_z_adj|WASI: Vocabulary|39|0.113|0.387|0.986
